mem_no,gender,age,addr,join_date
1001881,man,33,Daegu,2021-01-29
1001882,man,33,Gwangju,2021-01-27
1001883,women,50,Incheon,2021-01-27
1001884,man,50,Incheon,2021-01-27
1001885,women,50,Incheon,2021-01-25
1001886,women,55,Gwangju,2021-01-25
1001887,man,55,Incheon,2021-01-25
1001888,man,50,Incheon,2021-01-20
1001889,man,58,Incheon,2021-01-20
1001890,women,59,Seoul,2021-01-20
1001891,man,50,Gyeonggi,2021-01-15
1001892,women,50,Seoul,2021-01-15
1001893,women,50,Seoul,2021-01-15
